"Subject" "Activity" "LinearAccelX" "LinearAccelY" "LinearAccelZ" "AngularVelocX" "AngularVelocY" "AngularVelocZ"
"Subject 1" "WALKING" "2.7845960e-001" "-2.3397895e-002" "-1.3045484e-001" "-2.7710217e-001" "" "1.2280051e-001"
"Subject 1" "WALKING" "2.8703017e-001" "-2.7239930e-002" "-1.1750002e-001" "-3.1223717e-001" "" "1.2700096e-001"
"Subject 1" "WALKING" "3.2113983e-001" "" "1.5817951e-003" "-4.3553705e-002" "-2.3395567e-001" ""
"Subject 1" "WALKING" "2.0356167e-001" "-3.0505230e-002" "-1.3709513e-001" "-2.4696440e-001" "" "2.9855783e-001"
"Subject 1" "WALKING" "2.5584075e-001" "-6.4550029e-002" "-9.5186339e-002" "-2.2920689e-001" "" "1.6506077e-002"
"Subject 1" "WALKING" "2.9542323e-001" "" "3.0962138e-003" "-1.2756327e-001" "-4.0287710e-001" ""
"Subject 1" "WALKING" "2.2247974e-001" "-6.2025184e-003" "-7.9425955e-002" "-3.5657301e-001" "" "2.4885114e-001"
"Subject 1" "WALKING" "3.0830537e-001" "-1.9882845e-002" "-1.6044667e-001" "-4.3900010e-001" "" "3.3127826e-003"
"Subject 1" "WALKING" "2.1448125e-001" "" "9.9387454e-003" "-1.2307300e-001" "-2.0551618e-001" ""
"Subject 1" "WALKING" "2.6682128e-001" "-1.8607495e-002" "-1.2980460e-001" "-3.3237483e-001" "" "1.8823401e-001"
"Subject 1" "WALKING" "2.0201055e-001" "-9.0379452e-003" "-7.9095855e-002" "-2.2076970e-001" "" "1.2313624e-001"
"Subject 1" "WALKING" "3.4337048e-001" "-1.4446221e-002" "-1.6737697e-001" "-2.2992354e-001" "" "1.7391077e-001"
"Subject 1" "WALKING" "2.7623973e-001" "-2.9638413e-002" "-1.4261631e-001" "-2.2657692e-001" "" "1.6428792e-001"
"Subject 1" "WALKING" "2.8431748e-001" "-2.7205815e-002" "-2.1230304e-001" "-1.8344442e-001" "" "1.4107588e-001"
"Subject 1" "WALKING" "3.3156003e-001" "-7.4950152e-003" "-1.3173868e-001" "-2.4591692e-001" "" "1.0293816e-001"
"Subject 1" "WALKING" "3.1263404e-001" "-2.6367749e-002" "-1.3095121e-001" "-3.5309860e-001" "-1.7382150e-002" "-1.2780760e-001"
"Subject 1" "WALKING" "1.5618659e-001" "-4.9614593e-002" "-1.1290104e-001" "-2.9692418e-001" "" "1.7556848e-001"
"Subject 1" "WALKING" "2.6468173e-001" "-8.5919266e-003" "-1.0297373e-001" "-3.6323752e-001" "" "3.6867249e-002"
"Subject 1" "WALKING" "2.2442754e-001" "-3.1464353e-002" "-1.2726298e-001" "-3.9294444e-001" "-2.0678437e-002" "-2.6338558e-001"
"Subject 1" "WALKING" "3.2858963e-001" "-2.3303338e-002" "-8.1835606e-002" "-2.6935316e-001" "" "2.6706359e-001"
"Subject 1" "WALKING" "3.5878664e-001" "-1.6954505e-002" "-1.5477656e-001" "-2.5146160e-001" "" "2.7005499e-001"
"Subject 1" "WALKING" "3.3117237e-001" "-2.8691115e-002" "-1.0839138e-001" "-2.1781204e-001" "" "2.0800249e-001"
"Subject 1" "WALKING" "2.3948442e-001" "-1.7132916e-002" "-1.2317001e-001" "-3.5064883e-001" "" "1.6141265e-001"
"Subject 1" "WALKING" "3.3216933e-001" "-3.4585828e-002" "-1.5926922e-001" "-2.9396729e-001" "" "1.8968054e-001"
"Subject 1" "WALKING" "2.8051914e-001" "-1.8843872e-002" "-2.1913175e-001" "-3.0515844e-001" "" "1.3337442e-002"
"Subject 1" "WALKING" "3.4625374e-001" "-1.8934595e-002" "-7.1284752e-002" "-3.5249848e-001" "-4.8315670e-003" "-3.3148377e-001"
"Subject 1" "WALKING" "3.0699599e-001" "-1.3786980e-002" "-1.8016197e-001" "-2.3902985e-001" "" "7.2865343e-002"
"Subject 1" "WALKING" "2.5486723e-001" "" "3.8147234e-003" "-1.2365809e-001" "-2.7515786e-001" ""
"Subject 1" "WALKING" "2.9272439e-001" "-2.1398385e-003" "-1.4034852e-001" "-2.5253682e-001" "" "4.1978126e-002"
"Subject 1" "WALKING" "3.0159413e-001" "-4.4653002e-002" "-8.1513949e-002" "-1.7845378e-001" "" "2.4283356e-001"
"Subject 1" "WALKING" "3.2599307e-001" "-1.6638474e-002" "-5.5129120e-002" "-3.0868231e-001" "" "7.0430284e-002"
"Subject 1" "WALKING" "2.8772456e-001" "-3.8921811e-002" "-1.2101893e-001" "-3.4519934e-001" "" "6.5631103e-002"
"Subject 1" "WALKING" "2.7052000e-001" "-1.6289773e-002" "-1.0293667e-001" "-3.3908433e-001" "" "9.2647463e-002"
"Subject 1" "WALKING" "2.8972747e-001" "" "1.5342720e-002" "-1.1667518e-001" "-3.6879989e-001" "-8.3343414e-002"
"Subject 1" "WALKING" "2.4898582e-001" "-5.3664698e-002" "-2.5543912e-001" "-3.2976142e-001" "" "1.9176801e-001"
"Subject 1" "WALKING" "2.7330795e-001" "-4.2960517e-002" "-1.1741912e-001" "-1.9571727e-001" "" "2.2052185e-001"
"Subject 1" "WALKING" "3.0804575e-001" "-2.3300458e-002" "-7.9701540e-002" "-1.9869979e-001" "" "1.3432199e-001"
"Subject 1" "WALKING" "2.8056095e-001" "-1.1424653e-002" "-1.5619795e-001" "-2.7398450e-001" "" "2.5843788e-001"
"Subject 1" "WALKING" "2.7305549e-001" "-1.8221127e-002" "-1.2811291e-001" "-3.3635511e-001" "" "1.0671783e-001"
"Subject 1" "WALKING" "2.8656754e-001" "" "2.0619282e-002" "-9.2535898e-002" "-3.5839925e-001" ""
"Subject 1" "WALKING" "3.4905910e-001" "-2.2003784e-002" "-1.5005217e-001" "-3.0312548e-001" "" "1.5260681e-001"
"Subject 1" "WALKING" "2.3887121e-001" "" "7.6402593e-003" "-1.0593610e-001" "-1.9725721e-001" ""
"Subject 1" "WALKING" "2.8375642e-001" "-2.5635447e-002" "-1.2219085e-001" "-3.0994762e-001" "" "1.8795735e-001"
"Subject 1" "WALKING" "2.3285893e-001" "" "6.0932862e-003" "-1.0962065e-001" "-3.3592545e-001" ""
"Subject 1" "WALKING" "2.2009445e-001" "-2.1543101e-002" "-1.5073743e-001" "-2.8176717e-001" "" "1.9933832e-001"
"Subject 1" "WALKING" "2.9672786e-001" "-7.9559289e-003" "-1.2024131e-001" "-2.8354284e-001" "" "5.8916836e-002"
"Subject 1" "WALKING" "1.9022310e-001" "-3.8897051e-002" "-9.8696040e-002" "-3.3110714e-001" "" "4.4813142e-002"
"Subject 1" "WALKING" "2.5012584e-001" "-2.2685630e-002" "-6.4799659e-002" "-4.4418133e-001" "-2.2360513e-003" "-2.9624361e-001"
"Subject 1" "WALKING" "3.0388542e-001" "" "2.7680377e-003" "-3.8613087e-002" "-1.6865626e-001" ""
"Subject 1" "WALKING" "2.3003885e-001" "-2.2024777e-002" "-9.7875785e-002" "-3.2457504e-001" "" "5.1074897e-002"
"Subject 1" "WALKING" "2.3841102e-001" "-2.3196389e-002" "-1.1255181e-001" "-3.1993668e-001" "" "2.7333313e-002"
"Subject 1" "WALKING" "3.0363491e-001" "-1.4656769e-002" "-4.2613832e-002" "-2.1530926e-001" "" "1.2091731e-001"
"Subject 1" "WALKING" "2.8111697e-001" "" "7.3702798e-003" "-1.2225809e-001" "-3.8576737e-001" ""
"Subject 1" "WALKING" "2.8384717e-001" "-3.0528987e-003" "-1.2795043e-001" "-3.3090335e-001" "" "1.7223651e-001"
"Subject 1" "WALKING" "2.3466590e-001" "-4.9547719e-002" "-1.1175723e-001" "-2.4708664e-001" "" "5.5164926e-002"
"Subject 1" "WALKING" "2.8202157e-001" "-3.7696218e-002" "-1.3489730e-001" "-3.2828019e-001" "-1.3715339e-001" "-1.8908594e-001"
"Subject 1" "WALKING" "2.3398475e-001" "" "7.7570244e-003" "-8.7513687e-002" "-3.7757179e-001" ""
"Subject 1" "WALKING" "2.7691540e-001" "-3.5486210e-002" "-8.0569176e-002" "-2.6294183e-001" "" "1.1127781e-001"
"Subject 1" "WALKING" "2.7324282e-001" "" "6.0649186e-003" "-8.8320786e-002" "-3.9408486e-001" ""
"Subject 1" "WALKING" "2.5242505e-001" "" "6.2773455e-003" "-1.2518006e-001" "-2.3722530e-001" ""
"Subject 1" "WALKING" "3.5919361e-001" "-1.8079718e-002" "-7.2346860e-002" "-2.6279787e-001" "" "5.7066065e-002"
"Subject 1" "WALKING" "2.9286452e-001" "-4.0265291e-002" "-1.5077284e-001" "-2.5015985e-001" "" "1.8840369e-001"
"Subject 1" "WALKING_DOWNSTAIRS" "3.0171512e-001" "-7.0493914e-003" "-9.3681451e-002" "-4.0142869e-002" "-1.4142127e-001" "-3.2583132e-001"
"Subject 1" "WALKING_DOWNSTAIRS" "2.0876832e-001" "" "3.0679246e-002" "" "3.7288816e-002" ""
"Subject 1" "WALKING_DOWNSTAIRS" "4.2595606e-001" "" "2.4560000e-002" "-1.5095947e-001" "" "9.9239639e-002"
"Subject 1" "WALKING_DOWNSTAIRS" "3.1277629e-001" "-5.0409373e-002" "-4.3028643e-002" "" "2.6284824e-002" ""
"Subject 1" "WALKING_DOWNSTAIRS" "4.0209809e-001" "-4.0365788e-002" "-7.2894129e-002" "" "1.0621877e-001" ""
"Subject 1" "WALKING_DOWNSTAIRS" "1.6691360e-001" "-3.3732880e-002" "-1.3334869e-001" "" "5.2910086e-002" ""
"Subject 1" "WALKING_DOWNSTAIRS" "2.5994947e-001" "-2.2679831e-002" "-1.0227613e-001" "-5.7662148e-003" "" "9.2542018e-002"
"Subject 1" "WALKING_DOWNSTAIRS" "3.5845532e-001" "" "1.7975385e-002" "-8.4159118e-002" "-1.7198789e-001" "-1.8833245e-001"
"Subject 1" "WALKING_DOWNSTAIRS" "2.7763311e-001" "-3.7267580e-002" "-1.0002093e-001" "-2.1760423e-002" "-3.2132086e-002" "-1.9655791e-001"
"Subject 1" "WALKING_DOWNSTAIRS" "3.6248249e-001" "-3.5526939e-003" "-1.8104462e-001" "" "2.4954917e-001" "-2.1185711e-001"
"Subject 1" "WALKING_DOWNSTAIRS" "2.6097364e-001" "" "5.1912105e-003" "-1.4623831e-001" "" "8.4312071e-005"
"Subject 1" "WALKING_DOWNSTAIRS" "3.5119884e-001" "" "2.1866728e-002" "-1.4942620e-001" "" "7.6174685e-002"
"Subject 1" "WALKING_DOWNSTAIRS" "2.8606480e-001" "" "1.6799817e-002" "-1.6313273e-001" "" "3.0550912e-002"
"Subject 1" "WALKING_DOWNSTAIRS" "1.5439416e-001" "" "1.6045166e-003" "-1.0548619e-002" "-2.3648539e-002" "-1.9748806e-001"
"Subject 1" "WALKING_DOWNSTAIRS" "2.1537091e-001" "-4.5299636e-002" "-1.0234205e-001" "-1.1294275e-001" "" "1.4702144e-001"
"Subject 1" "WALKING_DOWNSTAIRS" "2.3179921e-001" "-7.5220252e-003" "-5.5801013e-002" "" "6.3689044e-002" "-1.7154892e-002"
"Subject 1" "WALKING_DOWNSTAIRS" "2.1070047e-001" "-5.9687620e-003" "-1.0959150e-001" "-6.4215283e-002" "-2.0213904e-001" "-3.2766382e-001"
"Subject 1" "WALKING_DOWNSTAIRS" "1.9239073e-001" "" "1.5226187e-002" "-1.6339996e-001" "" "1.0612827e-001"
"Subject 1" "WALKING_DOWNSTAIRS" "2.2966134e-001" "" "2.6781905e-002" "-1.8932387e-001" "" "2.1919427e-002"
"Subject 1" "WALKING_DOWNSTAIRS" "3.5619073e-001" "-5.1817875e-002" "-1.5934525e-001" "" "3.7342853e-002" ""
"Subject 1" "WALKING_DOWNSTAIRS" "1.3046118e-001" "-5.4996920e-002" "-1.3178649e-001" "-1.0749685e-001" "" "1.0655765e-001"
"Subject 1" "WALKING_DOWNSTAIRS" "3.4355324e-001" "-2.4165905e-002" "-1.7703843e-002" "" "6.2287515e-002" ""
"Subject 1" "WALKING_DOWNSTAIRS" "4.1983326e-001" "-5.6165676e-002" "-1.5533950e-001" "" "6.7272151e-002" "-3.5745530e-002"
"Subject 1" "WALKING_DOWNSTAIRS" "2.0382780e-001" "-1.7168030e-004" "-8.3073081e-002" "" "1.7821599e-002" ""
"Subject 1" "WALKING_DOWNSTAIRS" "3.4449070e-001" "" "2.1733464e-002" "-2.0394047e-001" "-5.5044996e-002" "-2.7106066e-001"
"Subject 1" "WALKING_DOWNSTAIRS" "4.3503687e-001" "-6.5917495e-003" "-8.2909932e-002" "" "7.8451291e-002" "-9.8710248e-002"
"Subject 1" "WALKING_DOWNSTAIRS" "2.6537379e-001" "-1.7156211e-002" "-1.3877347e-001" "" "1.2036221e-001" ""
"Subject 1" "WALKING_DOWNSTAIRS" "2.2259283e-001" "-2.4495690e-002" "-1.5388612e-001" "-7.2577201e-002" "" "3.4805649e-002"
"Subject 1" "WALKING_DOWNSTAIRS" "4.1024452e-001" "-7.9768275e-003" "-1.6947510e-001" "" "4.3013494e-002" ""
"Subject 1" "WALKING_DOWNSTAIRS" "2.0714979e-001" "-3.4351025e-003" "-1.4330782e-001" "-1.1734025e-002" "-2.6185695e-001" "-1.9676744e-001"
"Subject 1" "WALKING_DOWNSTAIRS" "2.6688016e-001" "-2.3073023e-003" "-6.3727153e-002" "-4.9966361e-002" "-2.4740345e-001" "-2.5858891e-001"
"Subject 1" "WALKING_DOWNSTAIRS" "3.3584724e-001" "" "1.1445562e-002" "-8.0037372e-002" "" "6.6364545e-003"
"Subject 1" "WALKING_DOWNSTAIRS" "4.4562097e-001" "-1.1902709e-002" "-1.5116909e-001" "" "1.1820941e-001" "-5.1036543e-002"
"Subject 1" "WALKING_DOWNSTAIRS" "3.1393890e-001" "-2.8131107e-002" "-1.5352260e-001" "-4.5620942e-002" "" "6.3968128e-002"
"Subject 1" "WALKING_DOWNSTAIRS" "1.6866360e-001" "" "5.2146924e-002" "-8.2792774e-002" "-9.3625911e-002" ""
"Subject 1" "WALKING_DOWNSTAIRS" "2.8521305e-001" "-2.0202459e-002" "-1.1024206e-002" "" "1.2298877e-001" ""
"Subject 1" "WALKING_DOWNSTAIRS" "2.3528441e-001" "-1.4570467e-002" "-2.0841776e-001" "" "9.9089605e-002" ""
"Subject 1" "WALKING_DOWNSTAIRS" "2.0535149e-001" "-3.8073578e-003" "-3.2628831e-002" "" "1.9304723e-002" "-2.2962531e-001"
"Subject 1" "WALKING_DOWNSTAIRS" "3.5382353e-001" "-2.4879552e-002" "-8.6384343e-002" "" "1.9370605e-001" "-7.4865049e-002"
"Subject 1" "WALKING_DOWNSTAIRS" "2.5079554e-001" "-3.4577794e-003" "-7.0470363e-002" "" "8.4826725e-002" "-2.2972297e-001"
"Subject 1" "WALKING_DOWNSTAIRS" "2.8155172e-001" "-1.6110289e-002" "-1.4009252e-001" "-9.4665347e-002" "-7.3479870e-003" "-3.4749167e-001"
"Subject 1" "WALKING_DOWNSTAIRS" "2.7395574e-001" "-2.2899292e-002" "-1.2725614e-001" "-1.3338240e-001" "" "1.3226521e-001"
"Subject 1" "WALKING_DOWNSTAIRS" "4.1043867e-001" "-6.4726783e-002" "-1.2377204e-001" "-1.9350819e-002" "" "6.6715357e-002"
"Subject 1" "WALKING_DOWNSTAIRS" "2.9995717e-001" "" "1.4082123e-002" "-8.2310404e-002" "" "6.9268419e-002"
"Subject 1" "WALKING_DOWNSTAIRS" "4.6994580e-001" "-3.3624109e-002" "-1.4125420e-001" "" "1.1546276e-001" ""
"Subject 1" "WALKING_DOWNSTAIRS" "2.6749864e-001" "-1.8319479e-002" "-1.6901282e-001" "-4.1248287e-002" "-1.3421251e-001" "-3.1053548e-001"
"Subject 1" "WALKING_DOWNSTAIRS" "1.8594631e-001" "-1.1803726e-002" "-3.6139711e-002" "-8.0676017e-003" "-9.5223390e-002" "-1.1369029e-001"
"Subject 1" "WALKING_DOWNSTAIRS" "2.8134949e-001" "-7.0983120e-004" "-8.6999005e-003" "" "1.4664050e-001" "-1.5760804e-001"
"Subject 1" "WALKING_DOWNSTAIRS" "2.9010859e-001" "" "3.2174046e-002" "-4.8561434e-002" "" "1.9366618e-001"
"Subject 1" "WALKING_UPSTAIRS" "2.3145946e-001" "-1.3340312e-002" "-9.2367982e-002" "-3.1679100e-001" "-1.1425996e-001" "-7.1216960e-002"
"Subject 1" "WALKING_UPSTAIRS" "2.1800676e-001" "-7.4887013e-002" "-5.2703157e-002" "-2.3076185e-001" "" "2.6464865e-002"
"Subject 1" "WALKING_UPSTAIRS" "1.6085356e-001" "-6.7771871e-002" "-4.8164595e-002" "-3.4684302e-001" "-1.9299141e-002" "-7.7876979e-002"
"Subject 1" "WALKING_UPSTAIRS" "2.3826921e-001" "" "1.2396818e-004" "-9.3751617e-002" "-3.3425483e-001" "-5.0864743e-002"
"Subject 1" "WALKING_UPSTAIRS" "2.2622757e-001" "-5.3718943e-002" "-1.1252061e-001" "-3.5092567e-001" "-9.2982343e-003" ""
"Subject 1" "WALKING_UPSTAIRS" "1.8360372e-001" "-7.6558729e-002" "-4.6956100e-002" "-3.6751584e-001" "-9.9160728e-002" ""
"Subject 1" "WALKING_UPSTAIRS" "1.5851651e-001" "" "4.2561454e-003" "-1.8779209e-002" "-4.0602178e-001" "-8.3613613e-002"
"Subject 1" "WALKING_UPSTAIRS" "2.7425493e-001" "-2.8953751e-002" "-1.5558324e-001" "-3.9644844e-001" "-9.6768344e-002" "-3.8192465e-002"
"Subject 1" "WALKING_UPSTAIRS" "2.8541537e-001" "" "1.6833852e-002" "-1.0688354e-001" "-3.2400881e-001" ""
"Subject 1" "WALKING_UPSTAIRS" "3.3299252e-001" "-3.0312276e-002" "-1.1360054e-001" "-4.2752783e-001" "-1.2121388e-001" "-9.0093246e-002"
"Subject 1" "WALKING_UPSTAIRS" "1.8359029e-001" "-2.0857894e-002" "-5.2463899e-002" "-4.1177370e-001" "" "5.9014639e-002"
"Subject 1" "WALKING_UPSTAIRS" "2.9569289e-001" "-1.7291000e-002" "-9.9927816e-002" "-3.5712019e-001" "" "4.1165280e-002"
"Subject 1" "WALKING_UPSTAIRS" "2.7771111e-001" "-8.9315038e-003" "-8.1181352e-002" "-4.5755795e-001" "-2.0956424e-001" ""
"Subject 1" "WALKING_UPSTAIRS" "2.6001212e-001" "-3.0019182e-002" "-1.0970412e-001" "-2.9883340e-001" "-1.2421462e-002" ""
"Subject 1" "WALKING_UPSTAIRS" "3.0116241e-001" "-1.7592965e-003" "-1.0683037e-001" "-3.6266589e-001" "" "1.2200422e-003"
"Subject 1" "WALKING_UPSTAIRS" "2.7321360e-001" "-1.2546631e-002" "-1.2786494e-001" "-4.4615460e-001" "" "9.5902307e-003"
"Subject 1" "WALKING_UPSTAIRS" "2.6760132e-001" "-3.2814137e-002" "-1.1307290e-001" "-2.9075078e-001" "" "2.8228130e-002"
"Subject 1" "WALKING_UPSTAIRS" "2.3033751e-001" "-2.1806697e-002" "-1.1877561e-001" "-3.6143839e-001" "-1.4781189e-001" "-2.2630007e-002"
"Subject 1" "WALKING_UPSTAIRS" "2.9261951e-001" "-1.3621795e-002" "-9.2397696e-002" "-2.8356228e-001" "" "2.2950106e-001"
"Subject 1" "WALKING_UPSTAIRS" "2.7147742e-001" "-3.0746091e-002" "-1.5623238e-001" "-3.4169859e-001" "-1.5299856e-001" ""
"Subject 1" "WALKING_UPSTAIRS" "2.2588802e-001" "-2.1954576e-002" "-1.0800660e-001" "-3.7329940e-001" "-5.0919135e-002" ""
"Subject 1" "WALKING_UPSTAIRS" "2.1524532e-001" "-3.2628002e-002" "-1.1896558e-001" "-4.0674365e-001" "-6.8915080e-002" ""
"Subject 1" "WALKING_UPSTAIRS" "2.5244236e-001" "-1.5507321e-002" "-7.0093738e-002" "-2.7990531e-001" "" "1.1832364e-001"
"Subject 1" "WALKING_UPSTAIRS" "2.7386865e-001" "-1.1459277e-002" "-1.5380410e-001" "-3.7518863e-001" "" "1.5384127e-002"
"Subject 1" "WALKING_UPSTAIRS" "2.5025528e-001" "" "7.7234474e-003" "-5.8462756e-002" "-3.8835593e-001" "-2.9383066e-002"
"Subject 1" "WALKING_UPSTAIRS" "3.4402821e-001" "-3.5875128e-002" "-9.4238465e-002" "-3.9707126e-001" "" "1.6760570e-001"
"Subject 1" "WALKING_UPSTAIRS" "2.5960382e-001" "-1.8097161e-002" "-1.1447381e-001" "-3.5222794e-001" "" "4.8864663e-002"
"Subject 1" "WALKING_UPSTAIRS" "2.9341097e-001" "-1.8714518e-002" "-6.6159078e-002" "-3.6815735e-001" "" "9.5662930e-002"
"Subject 1" "WALKING_UPSTAIRS" "2.7278629e-001" "-3.4461224e-002" "-1.2698147e-001" "-3.5126893e-001" "-8.3650770e-002" ""
"Subject 1" "WALKING_UPSTAIRS" "2.3030990e-001" "" "2.1737117e-003" "-4.3103131e-002" "-3.3525447e-001" "-2.0443574e-002"
"Subject 1" "WALKING_UPSTAIRS" "3.1672153e-001" "-2.3908255e-002" "-1.1075840e-001" "-4.2147434e-001" "-5.4979851e-003" "-1.7909026e-002"
"Subject 1" "WALKING_UPSTAIRS" "1.9737448e-001" "-2.3080695e-002" "-1.0202009e-001" "-3.6489253e-001" "" "4.8352899e-003"
"Subject 1" "WALKING_UPSTAIRS" "3.0968525e-001" "-2.6232277e-002" "-6.2244884e-002" "-3.1833271e-001" "" "3.7175030e-002"
"Subject 1" "WALKING_UPSTAIRS" "2.7958090e-001" "-2.9329514e-002" "-1.3687861e-001" "-2.6821263e-001" "-7.7412973e-003" ""
"Subject 1" "WALKING_UPSTAIRS" "2.5745284e-001" "-4.3350440e-002" "-1.1694851e-001" "-2.9193415e-001" "" "4.3031668e-002"
"Subject 1" "WALKING_UPSTAIRS" "2.8930934e-001" "-3.9572283e-002" "-1.2029202e-001" "-3.3335296e-001" "" "5.3256497e-002"
"Subject 1" "WALKING_UPSTAIRS" "3.7052032e-001" "-8.8810520e-003" "-1.5190137e-001" "-4.4266976e-001" "" "1.2090121e-001"
"Subject 1" "WALKING_UPSTAIRS" "2.3124563e-001" "-7.2225043e-003" "-3.4995546e-002" "-4.7091075e-001" "" "1.1840328e-002"
"Subject 1" "WALKING_UPSTAIRS" "2.4404031e-001" "-3.0303589e-002" "-1.1363494e-001" "-3.0974265e-001" "" "1.3725268e-001"
"Subject 1" "WALKING_UPSTAIRS" "3.4408292e-001" "-1.9665159e-002" "-1.4195199e-001" "-3.6118484e-001" "" "1.9695865e-002"
"Subject 1" "WALKING_UPSTAIRS" "2.4748304e-001" "" "5.6547901e-004" "-7.5181920e-002" "-2.7154102e-001" ""
"Subject 1" "WALKING_UPSTAIRS" "3.2955346e-001" "-4.5809874e-002" "-6.8692746e-002" "-3.4616447e-001" "-8.8366342e-002" ""
"Subject 1" "WALKING_UPSTAIRS" "2.9942617e-001" "-1.0201837e-002" "-1.1816594e-001" "-3.7005693e-001" "" "1.4772068e-001"
"Subject 1" "WALKING_UPSTAIRS" "2.1462352e-001" "-2.6791078e-002" "-1.0251064e-001" "-3.6894883e-001" "" "7.2591879e-002"
"Subject 1" "WALKING_UPSTAIRS" "2.2969556e-001" "-5.2165710e-002" "-1.1179085e-001" "-3.4368292e-001" "-1.7038844e-001" "-5.1609335e-002"
"Subject 1" "WALKING_UPSTAIRS" "2.0297773e-001" "" "7.4192704e-003" "-9.3000390e-002" "-4.0005022e-001" ""
"Subject 1" "WALKING_UPSTAIRS" "1.4085877e-001" "-6.8261729e-002" "-7.2115723e-002" "-2.3449858e-001" "-7.9448995e-002" "-3.3663540e-002"
"Subject 1" "WALKING_UPSTAIRS" "2.8068106e-001" "-4.7294571e-003" "-1.2071994e-001" "-3.2106292e-001" "-2.2247285e-002" ""
"Subject 1" "WALKING_UPSTAIRS" "2.6034404e-001" "-3.3670690e-002" "-1.2730182e-001" "-4.3384531e-001" "-2.3768150e-001" "-7.3172704e-002"
"Subject 1" "WALKING_UPSTAIRS" "2.6439312e-001" "" "9.1204488e-003" "-1.0478296e-001" "-3.4798021e-001" ""
"Subject 1" "WALKING_UPSTAIRS" "1.8944069e-001" "-2.7834942e-003" "-6.5808412e-002" "-3.5832594e-001" "" "9.0007086e-002"
"Subject 1" "WALKING_UPSTAIRS" "2.7918273e-001" "-3.6965677e-002" "-1.3360426e-001" "-3.5903189e-001" "-1.2411225e-001" "-1.0286776e-001"
"Subject 1" "WALKING_UPSTAIRS" "1.7993953e-001" "-6.0173590e-002" "-1.7653749e-002" "-3.2150106e-001" "-3.1978323e-002" ""
"Subject 2" "LAYING" "3.0090480e-001" "-2.3610414e-002" "-9.6890735e-002" "-9.8681212e-001" "-9.7487400e-001" "-9.8693380e-001"
"Subject 2" "LAYING" "2.7398753e-001" "-1.3808599e-002" "-1.1041744e-001" "-9.9447498e-001" "-9.9109977e-001" "-9.9084267e-001"
"Subject 2" "LAYING" "2.9493279e-001" "-1.8148994e-002" "-1.0870259e-001" "-9.7149269e-001" "-9.8887703e-001" "-9.9356016e-001"
"Subject 2" "LAYING" "2.8892690e-001" "-1.6270962e-002" "-1.1194758e-001" "-9.9421314e-001" "-9.8716110e-001" "-9.9061852e-001"
"Subject 2" "LAYING" "2.8651908e-001" "-1.6332634e-002" "-1.1141940e-001" "-9.9149305e-001" "-9.9286456e-001" "-9.9731072e-001"
"Subject 2" "LAYING" "2.8981652e-001" "-2.3625983e-002" "-9.3806191e-002" "-9.2725632e-001" "-9.6563601e-001" "-9.8474872e-001"
"Subject 2" "LAYING" "2.6238254e-001" "-2.0021626e-002" "-9.9674861e-002" "-9.6097213e-001" "-9.9090799e-001" "-9.8377812e-001"
"Subject 2" "LAYING" "2.7456229e-001" "-1.5755629e-002" "-1.1037294e-001" "-9.9330427e-001" "-9.8959502e-001" "-9.9316069e-001"
"Subject 2" "LAYING" "2.8062969e-001" "-1.8454053e-002" "-1.0638058e-001" "-9.9440876e-001" "-9.9089174e-001" "-9.9608438e-001"
"Subject 2" "LAYING" "2.8786223e-001" "-1.7068863e-002" "-1.0900066e-001" "-9.8901427e-001" "-9.8326049e-001" "-9.8435571e-001"
"Subject 2" "LAYING" "2.6881216e-001" "-1.7686334e-002" "-1.0637874e-001" "-9.8801337e-001" "-9.8596639e-001" "-9.8922153e-001"
"Subject 2" "LAYING" "2.7326045e-001" "-1.6496129e-002" "-1.1469471e-001" "-9.9533994e-001" "-9.8679299e-001" "-9.9077296e-001"
"Subject 2" "LAYING" "2.9089459e-001" "-1.2652477e-002" "-1.1315576e-001" "-9.8930153e-001" "-9.9094197e-001" "-9.9122081e-001"
"Subject 2" "LAYING" "2.7628845e-001" "-2.0230299e-002" "-9.9639409e-002" "-9.7207280e-001" "-9.9289582e-001" "-9.8776726e-001"
"Subject 2" "LAYING" "2.8168951e-001" "-1.8017943e-002" "-1.0599026e-001" "-9.9259049e-001" "-9.9319086e-001" "-9.9335994e-001"
"Subject 2" "LAYING" "2.7616038e-001" "-1.8258159e-002" "-1.0492036e-001" "-9.7000881e-001" "-9.8965068e-001" "-9.8628690e-001"
"Subject 2" "LAYING" "3.2368500e-001" "-1.5714002e-002" "-1.1094539e-001" "-9.7812842e-001" "-9.9262693e-001" "-9.8885228e-001"
"Subject 2" "LAYING" "2.7066724e-001" "-1.8234096e-002" "-1.1050619e-001" "-9.9670766e-001" "-9.8976573e-001" "-9.9406919e-001"
"Subject 2" "LAYING" "2.9122454e-001" "-1.5839040e-002" "-1.0831480e-001" "-9.9464614e-001" "-9.9409257e-001" "-9.9604528e-001"
"Subject 2" "LAYING" "2.8312886e-001" "-1.7412761e-002" "-1.0856193e-001" "-9.8842964e-001" "-9.8258274e-001" "-9.8740959e-001"
"Subject 2" "LAYING" "2.7077035e-001" "-1.8885449e-002" "-1.0409015e-001" "-9.9026492e-001" "-9.9026611e-001" "-9.8960692e-001"
